-0.017612	14.053064	-0.386323	3.989286	1
-1.395634	4.662541	  -0.386323	3.989286	1
-0.752157	6.538620	0.556921	8.294984	1
-1.322371	7.152853	-1.347803	-2.406051	1
0.423363	11.054677	1.196604	4.951851	1
0.406704	7.067335	0.275221	9.543647	0
0.667394	12.741452	0.470575	9.332488	0
-2.460150	6.866805	-1.781871	9.097953	0
0.569411	9.548755	-0.024205	6.151823	1
-0.026632	10.427743	-0.566606  5.749003	1
-0.036453	2.690988	1.217916	9.597015	0
-0.733928	9.098687	0.315985	3.523953	1
0.850433	6.920334	-0.196949	0.444165	1
1.347183	13.175500	1.014459	5.754399	1
1.985298	3.230619	1  1.176813	3.167020	1
-1.693453	-0.557540	0.931635	1.589505	1
-0.576525	11.778922	-3.642001	-1.618087	1
-0.346811	-1.678730	1.416614	9.619232	0
-0.386323	3.989286	-2.124484	2.672471	1
-0.618787	10.320986	1.152083	0.548467	1
0.828534	2.676045	-1.237728	10.549033	0
-0.355715	10.325976	0.184992	8.721488	0
-0.397822	8.058397	0.824839	13.730343	0
0.229456	5.921938	0.492911	10.993324	0
-0.959885	11.555336	1.507278	5.027866	1
0.099671	6.835839	-0.344008	10.717485	0
1.785928	7.718645	0.490426	1.960539	1
-0.918801	11.560217	-0.841722	4.119083	1
-0.364009	4.747300	-0.007194	9.075792	0
0.356107	12.447863	0.342578	12.281162	0
-0.810823	-1.466018	0.475487	12.040035	0
-0.783277	11.009725	1.296683	11.607559	0
0.074798	11.023650	2.530777	6.476801	1
-1.337472	0.468339	-1.510047	6.061992	0
-1.076637	-3.181888	1.015399	7.571882	0
-0.102781	13.763651	-1.658086	-0.027255	1
-0.147324	2.874846	-0.851633	4.375691	1
0.518389	9.887035	1.821096	10.283990	0
3.010150	8.401766	1.319944	2.171228	1
-1.099458	1.688274	2.056216	5.019981	1
